image,Confidence,IOU,output,flag,username,timestamp
C:\Users\tr-ali.alaleeli\Documents\Weeklypresentation-master\Weeklypresentation-master\Report\flagged\image\0838d992f5e4d4280e03f9e4a63ab1c2fcb768c8\tmp8buj40x0.jpg,39,81,C:\Users\tr-ali.alaleeli\Documents\Weeklypresentation-master\Weeklypresentation-master\Report\flagged\output\e2fd587ff4582253a8ea43eb6a3277587110c590\tmpiinv31us.png,,,2023-08-09 12:53:50.664830
